rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
5,United States,"all the hype is true!. apple does it again. puts quasi-alien technology in my ears. everything these buds are supposed to do they do see well. troubled by buying ""amazon renewed""? you should not be. everything i have ever ordered worked exactly as advertise. in this case, they were brand new. there was still the original seal on the box. the only hint of sub sumiss was a sllight watermark on the original box - which the description said would not be included anyway.",2021-08-21,0,5,0,470,0.032,0.843,0.124,0.7574
5,United States,"worth the money. great product and worth the price. battery sems to drain a bit faster than experience, but not really a big deal for me. the only problem i have with it, is that i get ""airpods mismathch"" error on the find my app. it says that sub parts of the airpods is registered to a different apple id. this could be a problem if i lose the airpods and it will not show on the find my app. other than that, i am very satisfied.",2022-12-20,1,1,1,432,0.138,0.769,0.093,-0.7657
1,United States,"be aware with this scam. be aware, amazon send me broken airpods pro, they chirping and do not have sound, they claim the give you 90 return guarantee but they refuse to take it back. wasted $ 180 .. what a shame ... 
 scam in its finest ...",2021-11-04,0,1,0,241,0.329,0.626,0.045,-0.9647
4,United States,"worth the money. overall as a product, they are great. i almost never hav a problem with apple in ter terms of quality and build, and bees are non different. i got an absolute steal on prime day at $ 90 a pair for refurbished, and was worth it for sout. i can say, i can tell they have been used, but it does not bother me becouse the price reduction makes up for it. thanks again.",2021-07-04,0,5,5,381,0.025,0.818,0.158,0.8549
5,United States,recommended!. just like new! good battery life! good sound quality! no scratches! recommended,2021-06-06,0,5,0,93,0.172,0.317,0.511,0.8164
5,United States,perfect. perfect,2021-05-19,0,5,0,16,0.0,0.0,1.0,0.8126
4,United States,they do not serve to exercise. and do not have the volume function incorporated. you have to depend on having the internet signal to beg that siri obeys the request aloud to modify the volume. it is really very annoying. and you cannot exercise because they fall !!,2021-09-03,0,1,0,265,0.076,0.924,0.0,-0.5934
3,United States,"great> love them, but. i purchaseed them on july 20th. less than 2 months into wning them and loving them, they were perfect. all of the sudden one ear pod would now connect. this is my 2nd pair of air pod and my are a pair, we have the 1st gen on well, so we are not new to the game of connection air pods, we tried every connect! so they are being returned as we speak, we will see the return policy goes.",2020-08-24,0,5,0,407,0.0,0.81,0.19,0.9612
5,United States,recommended!. excellent buy. i received the package in very good conditions of fact still guarantee my headphones! i can definitely buy these products again,2022-10-01,0,5,5,156,0.0,0.576,0.424,0.9182
5,United States,they were practically new. everything was like something new that simply opened the movie because they were even completely clean.,2021-08-27,0,5,0,130,0.0,0.766,0.234,0.6697
5,United States,i love them. i love my new airpods thankyou amazon,2021-04-10,0,0,0,50,0.0,0.409,0.591,0.8779
5,United States,worth it. use daily,2021-07-29,0,4,0,19,0.0,0.612,0.388,0.2263
5,United States,it real and not fake good buy. the box was a bit old,2021-09-23,0,3,0,52,0.151,0.689,0.16,0.0382
5,United States,rachel love them,2022-10-08,0,0,0,16,0.0,0.323,0.677,0.6369
1,United States,vary low sound. might be scholause refurbished. i feel these back 3 weeks ago and still no refound. couldn's hear anything.,2022-05-13,0,2,0,123,0.185,0.815,0.0,-0.5106
5,United States,so far so good. wells well,2022-10-05,0,5,0,26,0.0,0.256,0.744,0.8277
5,United States,"excellent - great conditions. great condition and serial ok, the sound is perfect, the only way to find a scratch was with a microscope and it is clearly insignificant. 
 thanks for help the planet!",2022-09-01,0,5,0,198,0.046,0.494,0.46,0.9712
1,United States,"why bother trying to recover destroyed airpods, when you can just send it as it is?. you will get a destroyed airpods pro, even if you buy an excellent condition one. just another purchase i made and returned the moment i got it. one headphone did not turn on, the sound on the second one came with dears.so much for trust for amazon guarantees.",2022-09-05,0,3,3,345,0.117,0.768,0.115,-0.0258
5,United States,very fantastic. felt new .. i liked everything about it from sound to battery life and all,2022-05-29,0,0,0,90,0.0,0.691,0.309,0.7713
5,United States,they are awesome !!. i like them they fit snug in my ear when i went for a jog last night. the sound is amazing !!,2022-01-13,0,5,0,114,0.0,0.61,0.39,0.9333
5,United States,"amazing?! i was really skeptical that the airpods would be scffed up, and have scratches or you know subject wouled be wrong with them, but eveything is amazing !! the only thing i did not like was my delivery was delayed .. but the product itself is amazing, the original product atm is $ 179 on amazon .. so getting it for $ 152 was a huge deal, and it is basicly new !! definetly get !! :)",2022-08-07,0,5,5,392,0.087,0.658,0.255,0.9641
5,United States,guorks great. my phone,2022-11-15,0,5,0,22,0.0,0.423,0.577,0.6249
5,United States,great working. guorks great,2022-12-04,0,5,0,27,0.0,0.196,0.804,0.8481
5,United States,agile shipping. optimal audio cancellation,2022-05-14,0,0,4,42,0.0,0.615,0.385,0.3612
5,United States,"good quality. airpods are of good quality have worked as expected 
 good product",2021-08-22,0,5,0,80,0.0,0.535,0.465,0.8271
5,United States,".. the charging case is all scratched up, but they work wonderfully (:",2021-04-06,0,5,0,70,0.0,0.533,0.467,0.8922
5,United States,great renewed airpods. i have no problems so fair get company to bouy from,2020-07-31,0,5,0,74,0.0,0.551,0.449,0.8381
5,United States,"they simply just work great .. they are exceptional, well worth the money. have had them to few months and zero issues. i have gone through 3 or 4 $ 60 buds all to stop working after a few mouths or having issues charging. you have been perfect.",2022-07-05,0,5,0,245,0.038,0.747,0.215,0.8799
5,United States,great air pod pros!. these work great !!,2021-04-29,0,5,0,40,0.0,0.398,0.602,0.8772
1,United States,"buy somowhere else. i paid $ 200 for before and only one of the airpods work, the other one does not even connect to my iphone and i have tried everything.",2021-06-01,0,3,0,155,0.0,1.0,0.0,0.0
5,United States,i absolutely love them. i absolutely love them. i do not leave home without them,2022-09-29,0,0,0,80,0.0,0.542,0.458,0.8788
5,United States,"best airpods. i love my airpods. the battery life is great, along with sound quality is so well worth it. noise cancellation is as expecta. great price and quality !!!",2022-06-22,0,5,0,167,0.0,0.517,0.483,0.9732
5,United States,my daughter loves them. i boought for my daoughter as an upgrade to the airpods you are puppy chewed ... she was fine,2022-11-21,0,0,0,117,0.0,0.792,0.208,0.6705
5,United States,wonderful and looks like they are nee. it was vary good noise cancellation and transparency. the quality was amazing and i also got 6 months of apple music with it,2023-01-17,5,5,0,163,0.0,0.668,0.332,0.9169
5,United States,vary vray pleased !!. just like new would 10/10 recommend. these airpods are awesome !!!!!,2023-01-10,0,5,0,90,0.0,0.455,0.545,0.9212
5,United States,excellent. very good,2020-03-21,0,5,0,20,0.0,0.127,0.873,0.7841
5,United States,"the best. i loved, without fabulous, i love them, the best purchase",2021-07-22,0,5,0,67,0.241,0.275,0.483,0.7996
1,United States,bad experience. bad experience,2021-04-29,1,1,0,30,0.778,0.222,0.0,-0.7906
5,United States,cannot tell the difference its amazing! cannot tell the difference between brand new airpods and regular uones!,2021-07-22,0,5,0,111,0.0,0.785,0.215,0.658
5,United States,good good,2022-09-05,0,5,0,9,0.0,0.0,1.0,0.7003
5,United States,just what i wanned .. they are exactly as described and pictured in the listing. you are a air pods pro are in minion! you would never know that they were not brand new! they work as described and the quality is top notch! amazon renewed is the way to go for me from now on when i buy electronics!,2021-08-31,0,5,0,297,0.0,0.926,0.074,0.5673
5,United States,really good. amazing,2021-03-24,0,5,0,20,0.0,0.121,0.879,0.8059
5,United States,"buy these, not new oons! after buying these, i will never get new ogain. these came in their respective box, as if i boought them new. their condition was practical untooucher. the price is incredible. if you are consideration getting normal airpods, go for the pros. there is more features such as cancellation which are more useful than you wouled think. i have it issues in the past with rubber tipped headphones but before working and the cancellation still works. plus if you can get the 90 day return added onto your order the if you do not end up laking them, just send them back, no big deal. you will love them!",2022-11-07,0,5,5,620,0.023,0.892,0.085,0.8215
5,United States,amazing. they are amazing. the sounds perfect and came with everything. they charge perfectly fine i am very satisfied with this purchase,2021-03-24,0,5,5,137,0.0,0.44,0.56,0.9657
1,United States,"mine were fake. i pray to fake pair, went to apple to have the right one loooked at for battery issues and recueled the unfortunate news of mine were fake.",2021-07-03,0,1,0,155,0.311,0.631,0.058,-0.875
5,United States,"why did i wait so long ???. purchaseed these ""renewed"" and came looking and performing like brand new! even the box it came in looked new and all of the accessors were packed as though they came directly from apple. 
 the ease of use, fit and sound quality are superb. the noise cancellation is outstanding, even for earbuds. not sure what else you could want!? 
 do not wait like i did - get them '!",2022-03-31,0,5,5,400,0.045,0.746,0.209,0.9399
5,United States,amazing noise cancellation. gift for my son and he loves them! i tried them out and the noise cancellation is great! i will be ordering my pair soon! sound is so crisp and clear!,2022-02-06,0,5,0,178,0.0,0.61,0.39,0.9614
5,United States,great sound. easy to pair and great sound,2022-10-06,0,5,0,41,0.0,0.311,0.689,0.9022
5,United States,"recommend. everything works good. case did not have any scratches, got a full package even with a silicone ear tips bugs (every size)",2021-02-16,0,5,5,133,0.0,0.795,0.205,0.6597
