username_name,username_rating,username_inital_statement,username_country,username_verified,username_review,username_usefulness
Valerie,3.0 out of 5 stars,Esta bien!! Pero me llego incompleto! Sin cargador,"Reviewed in Mexico 🇲🇽 on January 16, 2023",Verified Purchase,El artículo está bien! Pero me llego sin el cable de carga! Necesito su cable,
Román,4.0 out of 5 stars,Llegaron sin cargador y sí son originales,"Reviewed in Mexico 🇲🇽 on October 27, 2022",Verified Purchase,"Modifico mi reseña para confirmar que si son originales, solo falto el cargador, son una pasada., la cancelación de ruido es genial y qué decir del sonido espacial, simplemente es genial, si los recomiendo por que al menos a mi sí me han funcionado y me salieron buenísimos.",5 people found this helpful
Pablo Durán Urbina,5.0 out of 5 stars,Buenas condiciones,"Reviewed in Mexico 🇲🇽 on December 2, 2022",Verified Purchase,"Los audífonos se sienten como nuevos, venían limpios, con sus gomitas, su cable, la caja un poco maltratada pero no afectaba en nada el funcionamiento.
Buena duración de batería tanto de los audífonos como del estuche de carga.",One person found this helpful
esteban ovando lopez,5.0 out of 5 stars,Cumplen lo que se describe,"Reviewed in Mexico 🇲🇽 on December 17, 2022",Verified Purchase,"Llegando en tiempo y forma indicados
Parecen nuevos
Sin problemas de funcionamiento",One person found this helpful
Jose Piña,4.0 out of 5 stars,"Excelente compra, pero lamentablemente los devolví.","Reviewed in Mexico 🇲🇽 on September 10, 2021",Verified Purchase,"Primero quiero decir que me daba un poco de duda al ver comentarios de que todo llegaba genérico y que podría no ser original. En mi caso todo bien, llego con una caja oficial de Apple y al verificar aún tenían una garantía de 6 meses, por lo que el tiempo de uso era realmente poco. Estéticamente los audífonos estaban increíbles, muy cuidados, de cualquier manera yo los limpie apenas los recibí por temas de higiene personal. La calidad de sonido y el audio espacial es impresionante, es por lo que quería estos Airpdos. Tengo también los AirPods 2 que adoro pero no cuentan con esta tecnología. Pero no todo podía ser bueno, me fallaron en lo que es un 90 % más importante para mi, la comodidad cosa totalmente subjetiva pero en mi caso fue imposible sentirme cómodo con ellos, las gomas lastimaban mis oídos y al final solo podía tenerlos entre 1 hora al día y ya. Me quedare con mis Aipords 2, que si siento cómodos y que a veces olvido que tengo puestos. Así que los recomiendo como compra, claro que si, se van a ahorrar un buen de dinero por un gran producto. Pero en temas de comodidad pues si los audífonos de este tipo son lo suyo no creo que tengan problemas.",16 people found this helpful
Javier Everardo Arechiga Dueñas,5.0 out of 5 stars,Impecables,"Reviewed in Mexico 🇲🇽 on September 18, 2022",Verified Purchase,"A quien nunca haya tenido la oportunidad de usar unos audífonos Pro, déjenme decirles que valen la pena totalmente.
La cancelación de ruido, el modo ambiente, la comodidad de enlazar todos los dispositivos sin hacer nada y que la música/audio se escuche bien hermoso vale la pena el gasto
No me arrepiento de haberlos comprado “reacondicionados” porque vinieron con la mejor calidad y sin ninguna queja. Si no tienen el dinero para comprarlos nuevos, esta opción les viene de maravilla 😋",
Xavier BC,5.0 out of 5 stars,Producto original con un precio inigualable,"Reviewed in Mexico 🇲🇽 on April 24, 2022",Verified Purchase,"Decidí adquirir estos audífonos de AirPod Pro de Apple (modelo 2019), ya que anteriormente había adquirido unos audífonos reacondicionados AirPod (modelo 2017), los cuales, después de 4 años de vida útil empezaron a fallar, sin embargo, valió la inversión ya que solo invertí en ellos el valor del 50% en su momento (2018). De tal forma que ahora, he adquirido estos AirPods Pro al 50% del valor que actualmente ofrece Apple en su sitio oficial (abril 2022). De tal forma que quedé satisfecho con la primera inversión y por ello he decidido adquirir estos audífonos, los cuales llegaron en perfectas condiciones, con el empaque original, así como cable y las gomas en diferentes tamaños para ajustar los Airpods a los oídos. Apenas tengo algunas semanas de uso y he quedado satisfecho con la adquisición. En caso de algún cambio, actualizaré esta reseña. Recomendación: Si tiene oportunidad, revise, analice y compare y vale la pena adquirir los productos remanufacturados en la tienda de Amazon Renewed.",One person found this helpful
Usuario,5.0 out of 5 stars,Originales,"Reviewed in Mexico 🇲🇽 on November 5, 2022",Verified Purchase,"No traen cable de carga, pero vino una bolsa con otros tamaños de gomas para los oídos. Son originales, funciona todo a la perfección. Si no quieres pagar por unos nuevos, esta es la mejor opción!",
Alejandro,5.0 out of 5 stars,Muy buenos,"Reviewed in Mexico 🇲🇽 on June 3, 2022",Verified Purchase,"Preferí esperar 2 meses usando el producto para poder comentar algo, realmente no suelo escribir reseñas en ninguna de mis compras, pero por tratarse de un producto usado y renovado si necesitaba dar mi opinión.
Tras leer una buena cantidad de comentarios, en los que hay tanto malos como buenos decidí jugármela y comprar el articulo y debo decir que estoy muy satisfecho con los airpods pro, son completamente genuinos y en mi caso me vinieron con la caja, instructivos, cable y almohadillas de remplazo todo en original, el case y los audífonos en muy buenas condiciones, y el funcionamiento es perfecto por lo que puedo decir que recomiendo totalmente este articulo y sin duda lo volvería a comprar.",One person found this helpful
Jose Paoli,5.0 out of 5 stars,"Estoy totalmente satisfecho, parecen nuevos","Reviewed in Mexico 🇲🇽 on September 17, 2021",Verified Purchase,"Había leído un mix de opiniones, buenas y malas y estuve a punto de inclinarme por unos totalmente nuevos pero al final terminé comprando estos renovados y la verdad es que estoy impresionado positivamente:
• Primera impresión y desempaquetado: vinieron en caja original de Apple con instructivos y accesorios originales (cable de carga y los ear tips) empaquetados tal y como vienen en un producto nuevo. El estuche de carga no estaba envuelto pero si en perfecto estado, sin rayones, cada AirPod venía sin señales de uso y totalmente limpios.
• Experiencia de uso: conexión inmediata y estable con mi iPhone, sonido excelente, sin ruidos. Buena duración de la batería en reproducción de música y en llamadas. Probé los modos de ANC y transparencia y funcionan así como también lo de Audio Espacial y la verdad puedo decir que mi experiencia fue wow!
Los recomiendo 100% de verdad que se ven y funcionan como un producto nuevo y pues el ahorro vs unos nuevos es bastante significativo.",40 people found this helpful
Ricardo,4.0 out of 5 stars,Han llegado en excelentes condiciones.,"Reviewed in Mexico 🇲🇽 on July 14, 2022",Verified Purchase,"Llevo con el producto alrededor de un mes o poco más de un mes y no he tenido ningún inconveniente.
Al momento pudiera decir que ha sido una excelente compra.",
Laura Read,5.0 out of 5 stars,Buena compra,"Reviewed in Mexico 🇲🇽 on October 21, 2022",Verified Purchase,"Llegó en empaque genérico , solo con ear plugs de reemplazo pero es una compra verificada en apple , buen estado para ser reacondicionado.",
Pablo Salvador Galán Pérez,3.0 out of 5 stars,dueño original no ha desactivado los audífonos y cada vez que los uso el sabe mi ubicación,"Reviewed in Mexico 🇲🇽 on October 12, 2022",Verified Purchase,El dueño original no ha desactivado la ubicación y sabe mi ubicación todo el tiempo,
carlos,4.0 out of 5 stars,Ligero fallo,"Reviewed in Mexico 🇲🇽 on July 18, 2022",Verified Purchase,Les costo un poquitín la vinculación de allí en fuera al 100%,
Denise Fidler,5.0 out of 5 stars,Buy New!!! These stopped working every 10 min or so. Amazon did give us a full refund though.,"Reviewed in Canada 🇨🇦 on April 20, 2022",Verified Purchase,"My grandson saved his birthday money to purchase these, and he was definitely not satisfied with these, they would cut out every 10 minutes or so.sound would just stop randomly and very often. Sound was good when my grandson would use them but that wasn’t much at all. Amazon was great and did give us a full refund though.",3 people found this helpful
Emm Chávez,4.0 out of 5 stars,Perfectas condiciones,"Reviewed in Mexico 🇲🇽 on May 1, 2022",Verified Purchase,"Llegaron en su caja original, prácticamente como nuevos, sus accesorios son los correspondientes y son auténticos, no son genéricos. Cuentan aun con garantía del fabricante, la cobertura se encuentra aun activa. Funciona a la perfección.",2 people found this helpful
Amazon Customer,5.0 out of 5 stars,Me gustaron porque parecen nuevos,"Reviewed in Mexico 🇲🇽 on June 5, 2022",Verified Purchase,"Para ser reacondicionado es un producto de muy buena calidad, recomiendo al vendedor porque le articulo venia en buen estado, parecía como nuevo y llego en la caja original con el cable de carga original y los accesorios de los AirPods Pro, lo volviera a comprar (a pesar de que el precio ya aumento) si me aseguraran que recibir unos de la misma calidad.",
Camilo,5.0 out of 5 stars,100% originales,"Reviewed in Mexico 🇲🇽 on October 6, 2022",Verified Purchase,no tienen ningún detalle estético apesar de ser re acondicionados. 100% recomendados,
Erik B,5.0 out of 5 stars,Muy satisfecho,"Reviewed in Mexico 🇲🇽 on October 12, 2021",Verified Purchase,"Esperaba que llegaran con caja y cables genéricos, pero llego en la caja original. Ya había comprado antes Amazon Renewed, y esperaba que así fuera. Se veía usado, pero bien cuidado, creo que después de un mes, yo lo rallé más aún. Estoy muy satisfecho con la compra.
La calidad de audio es muy buena, que era lo que esperaba ya que venía de los sony wf…3, preferí estos solo por que me cambié a iPhone, y se integran muy bien con los demás dispositivos de apple: watch, ipad, mac.
Si regresara a Android me regresaría a los sony, en el idioma español prefiero google assistant o Alexa.
En mi casi solo los tiro cuando me quito alguna sudadera y los traigo puestos.",
Omar Bocanegra,5.0 out of 5 stars,Excelente compra.,"Reviewed in Mexico 🇲🇽 on July 21, 2022",Verified Purchase,"Todo en orden.
Vienen en su empaque original, con sus bastantes detalles de uso, pero los airpords, el cable usb-c (original, por cierto) y las gomas de respuesta en excelentes condiciones. Traen sus manuales y garantías, obvio igual con sus detalles de uso.
Muy contento con mi compra.",
Luis Fernando,4.0 out of 5 stars,Vale la pena,"Reviewed in Mexico 🇲🇽 on January 6, 2022",Verified Purchase,"Decidí atreverme a comprar unos audifonos reacondicionados, en general todo está en buen estado, la batería, los acabados, etc.
Pongo 4 estrellas porque no me venía con las gomas de reemplazo y solo con las más grandes, lo cual hizo que tuviera que comprar otras por aparte y la caja venía con rayones leves.",One person found this helpful
